Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.529,,,,,,,,77.966,,,,,,,,,,,,,,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.174,41.794,42.421,43.057,43.702,44.356,45.020,45.691,46.366,47.043,47.721,48.399,49.075,49.746,50.405,51.047,51.665,52.257,52.819,53.349,53.842,54.295,54.711,55.099,55.468,55.830,56.201,56.589,57.003,57.445,57.915,58.409,58.915,59.421,59.921,60.408,60.877,61.327,61.761,62.179,62.582,62.977,63.368,63.759,64.154,64.556,64.966,65.383,65.802,66.219,66.625,67.013,67.377,67.714,68.021,68.302,68.560
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.797,69.978,70.134,70.273,70.401,70.523,70.638,70.745,70.844,70.938,71.031,71.129,71.232,71.346,71.472,71.617,71.783,71.969,72.174,72.393,72.623,72.856,73.088,73.314,73.531,73.742,73.951,74.163,74.378,74.596,74.809,75.005,75.181,75.336,75.477,75.618,75.832,75.985,76.180,76.083,76.537,77.134,77.634,78.139,78.539,78.944,79.241,79.641,80.095,80.190,80.744,80.746,80.846,81.000,81.349,81.454,81.607
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.947,45.512,46.070,46.622,47.173,47.730,48.300,48.889,49.505,50.150,50.856,51.662,52.561,53.514,54.463,55.265,55.744,55.826,55.513,54.880,54.111,53.452,53.128,53.293,53.995,55.213,56.846,58.683,60.528,62.275,63.828,65.131,66.209,67.094,67.791,68.326,68.741,69.092,69.428,69.775,70.144,70.526,70.899,71.249,71.582,71.912,72.259,72.635,73.044,73.481,73.932,74.375,74.787,75.153,75.466,75.730,75.953
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.022,49.222,50.409,51.580,52.730,53.839,54.885,55.850,56.723,57.500,58.199,58.849,59.470,60.062,60.611,61.046,61.276,61.263,61.018,60.598,60.127,59.766,59.647,59.850,60.393,61.236,62.285,63.393,64.436,65.354,66.118,66.735,67.256,67.722,68.134,68.489,68.776,68.987,69.122,69.183,69.169,69.081,68.932,68.742,68.537,68.350,68.217,68.156,68.177,68.283,68.465,68.702,68.963,69.219,69.458,69.672,69.862
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.423,73.503,73.722,73.043,73.542,73.869,73.300,73.783,74.006,73.776,73.934,73.570,74.456,74.451,74.512,75.579,76.972,76.374,76.649,76.773,76.847,76.521,77.038,76.846,77.577,77.602,77.991,77.339,77.083,78.141,78.036,77.992,78.760,78.935,79.247,77.984,78.778,78.885,79.602,79.351,79.654,80.690,80.502,80.963,80.998,81.502,81.159,81.454,81.610,81.751,81.898,82.359,82.917,82.061,82.861,82.468,82.468
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,72.007,72.112,,,,72.286,71.510,71.057,70.970,71.213,71.719,71.078,71.693,71.662,72.045,72.956,72.959,73.207,73.507,73.876,74.261,74.110,74.459,74.807,75.207,74.956,75.259,74.437,76.307,76.607,76.759,76.505,77.154,77.402,77.451,78.105,78.000,78.149,78.659,78.954,79.407,79.451,79.649,80.146,80.151,80.554,80.505,80.951,81.405,81.602,81.656,81.705,82.056,82.154,82.051,82.407
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.124,69.760,69.150,69.248,70.312,70.172,70.926,70.957,70.780,70.812,71.559,71.807,72.075,72.026,72.734,72.647,72.992,73.365,73.693,74.003,73.943,74.354,74.815,74.640,75.390,75.471,75.771,76.220,76.371,76.820,76.971,77.020,77.420,77.722,77.922,78.171,78.522,78.824,78.976,79.424,79.778,80.127,80.229,79.983,80.780,80.783,81.283,81.434,81.485,81.637,82.037,82.188,82.239,82.690,83.090,82.544,82.544
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.387,64.960,65.484,65.962,66.396,66.789,67.144,67.466,67.763,68.045,68.324,68.609,68.907,69.219,69.546,69.885,70.235,70.583,70.919,71.231,71.509,71.739,71.920,72.052,72.135,72.175,72.179,72.160,72.129,72.096,72.065,72.039,72.015,71.996,71.986,71.990,72.011,72.052,72.116,72.205,72.327,72.487,72.683,72.911,73.167,73.446,73.739,74.038,74.334,74.619,74.883,75.122,75.334,75.523,75.689,75.836,75.970
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.651,53.438,54.220,54.995,55.765,56.526,57.279,58.022,58.752,59.468,60.171,60.864,61.545,62.215,62.869,63.502,64.108,64.683,65.224,65.731,66.207,66.656,67.086,67.500,67.899,68.283,68.649,68.992,69.311,69.604,69.872,70.113,70.331,70.529,70.712,70.885,71.053,71.219,71.386,71.556,71.730,71.907,72.083,72.256,72.427,72.594,72.760,72.924,73.087,73.250,73.412,73.571,73.729,73.883,74.034,74.182,74.329
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.666,68.310,68.595,69.658,70.132,70.202,70.987,71.277,71.611,71.839,71.950,72.883,73.507,73.758,74.394,75.057,75.457,75.898,76.038,76.338,76.092,76.414,76.923,76.961,77.365,77.650,78.065,78.484,78.399,78.818,78.837,79.101,79.154,79.294,79.687,79.536,80.200,80.424,80.501,80.571,81.076,81.417,81.563,81.760,82.030,81.925,82.322,82.507,82.588,82.931,82.843,82.591,83.096,83.332,83.588,83.794,83.985
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.368,58.782,59.199,59.619,60.036,60.449,60.852,61.239,61.609,61.956,62.276,62.565,62.825,63.060,63.280,63.492,63.710,63.941,64.192,64.467,66.624,66.706,66.788,67.662,68.537,68.537,68.913,69.290,68.849,68.290,68.337,67.983,67.732,66.727,65.673,64.920,64.110,64.463,64.561,65.520,65.517,65.768,65.968,65.866,65.888,65.910,66.161,66.505,67.022,68.429,68.295,68.980,69.610,70.450,71.620,72.000,72.300
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.348,46.997,47.635,48.251,48.841,49.409,49.962,50.514,51.074,51.644,52.222,52.803,53.379,53.945,54.497,55.042,55.592,56.148,56.705,57.247,57.757,58.211,58.588,58.869,59.039,59.082,58.994,58.783,58.465,58.050,57.536,56.918,56.212,55.449,54.669,53.911,53.205,52.589,52.106,51.805,51.751,52.004,52.565,53.413,54.513,55.819,57.271,58.784,60.275,61.680,62.936,64.008,64.907,65.651,66.242,66.695,67.032
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.128,56.564,57.003,57.443,57.882,58.315,58.738,59.146,59.536,59.904,60.245,60.554,60.835,61.093,61.333,61.565,61.797,62.040,62.301,62.586,62.904,63.264,63.659,64.078,64.505,64.919,65.294,65.611,65.859,67.907,68.298,68.551,68.102,67.193,66.039,65.790,66.544,66.893,67.051,68.656,68.559,68.707,68.156,68.256,68.154,67.956,67.695,67.895,68.451,69.102,69.300,69.602,70.002,70.202,70.402,70.651,70.951
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.242,41.366,41.526,41.710,41.893,42.083,42.298,42.486,42.550,42.369,41.566,39.699,36.676,32.667,28.040,23.595,20.317,18.907,19.725,22.744,27.536,33.342,39.157,44.173,48.025,50.563,51.916,52.587,52.999,53.302,53.595,53.916,54.228,54.514,54.820,55.189,55.653,56.212,56.862,57.604,58.432,59.335,60.283,61.241,62.186,63.088,63.927,64.695,65.391,66.010,66.555,67.034,67.466,67.868,68.251,68.620,68.981
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.245,49.773,50.304,50.828,51.338,51.838,52.337,52.845,53.361,53.879,54.384,54.858,55.287,55.659,55.973,56.224,56.416,56.564,56.688,56.802,56.927,57.077,57.262,57.490,57.768,58.101,58.492,58.927,59.394,59.880,60.371,60.854,61.318,61.755,62.158,62.526,62.862,63.174,63.469,63.745,64.001,64.231,64.430,64.599,64.740,64.859,64.961,65.054,65.146,65.244,65.354,65.481,65.623,65.780,65.949,66.130,66.317
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,63.951,,,,,65.951,,,,,67.951,,,,,70.036,,,,,71.337,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.002,53.737,54.485,55.247,56.024,56.823,57.658,58.527,59.418,60.316,62.163,62.612,63.010,63.407,63.805,64.154,64.502,64.900,65.198,65.546,66.046,66.546,67.095,67.546,68.195,68.795,69.446,69.998,70.549,71.049,71.598,72.046,72.498,72.998,73.398,73.700,74.151,74.602,75.005,75.410,75.910,76.412,76.766,77.215,77.666,78.168,78.668,79.120,79.517,79.968,80.117,80.568,80.820,81.271,81.722,82.024,82.024
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.285,61.010,61.697,62.346,62.961,63.542,64.092,64.614,65.108,65.579,66.027,66.453,66.857,67.241,67.607,67.958,68.298,68.628,68.949,69.263,69.573,69.878,70.178,70.470,70.752,71.021,71.273,71.505,71.717,71.908,72.079,72.232,72.369,72.496,72.613,72.722,72.824,72.917,73.004,73.084,73.160,73.232,73.300,73.367,73.434,73.505,73.584,73.670,73.764,73.868,73.979,74.096,74.217,74.338,74.458,74.577,74.694
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.677,56.172,56.648,57.106,57.547,57.976,58.400,58.822,59.248,59.677,60.108,60.536,60.955,61.361,61.754,62.135,62.507,62.875,63.243,63.612,63.983,64.352,64.719,65.078,65.433,65.783,66.128,66.470,66.811,67.155,67.505,67.867,68.243,68.628,69.025,69.427,69.827,70.222,70.603,70.967,71.312,71.637,71.945,72.237,72.518,72.789,73.053,73.311,73.565,73.816,74.062,74.303,74.537,74.763,74.981,75.192,75.397
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.204,43.511,43.817,44.121,44.424,44.728,45.033,45.340,45.650,45.962,46.273,46.578,46.876,47.166,47.449,47.722,47.985,48.244,48.503,48.771,49.060,49.380,49.740,50.140,50.580,51.055,51.553,52.064,52.576,53.085,53.589,54.090,54.594,55.106,55.628,56.158,56.698,57.246,57.801,58.359,58.923,59.494,60.070,60.648,61.224,61.793,62.348,62.886,63.402,63.893,64.357,64.795,65.208,65.600,65.975,66.335,66.683
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.267,63.575,63.871,64.157,64.435,64.709,64.982,65.255,65.528,65.800,66.067,66.323,66.565,66.789,66.995,67.183,67.352,67.508,67.657,67.804,67.955,68.115,68.287,68.475,68.681,68.904,69.143,69.394,69.656,69.930,70.222,70.537,70.878,71.248,71.646,72.071,72.522,72.991,73.473,73.959,74.447,74.934,75.418,75.892,76.351,76.786,77.187,77.553,77.881,78.173,78.430,78.656,78.860,79.050,79.231,79.409,79.584
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.671,34.941,35.257,35.626,36.049,36.520,37.030,37.564,38.113,38.674,39.254,39.867,40.522,41.217,41.943,42.686,43.431,44.156,44.838,45.458,45.996,46.435,46.778,47.032,47.206,47.298,47.309,47.260,47.189,47.138,47.183,47.406,47.839,48.475,49.283,50.163,50.984,51.641,52.082,52.314,52.423,52.543,52.814,53.323,54.084,55.052,56.136,57.207,58.167,58.977,59.631,60.155,60.615,61.066,61.527,62.007,62.505
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.609,44.211,45.833,47.415,48.914,50.303,51.581,52.778,53.921,55.011,56.052,57.046,57.995,58.902,59.770,60.600,61.393,62.150,62.869,63.548,64.185,64.771,65.306,65.793,66.235,66.644,67.034,67.413,67.789,68.160,68.522,68.864,69.172,69.439,69.664,69.850,70.000,70.127,70.241,70.352,70.473,70.616,70.783,70.970,71.170,71.362,71.521,71.629,71.681,71.679,71.643,71.598,71.574,71.592,71.659,71.776,71.934
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.329,58.130,58.872,59.531,60.104,60.602,61.052,61.494,61.962,62.468,63.017,63.604,64.210,64.818,65.422,66.020,66.615,67.207,67.791,68.354,68.880,69.348,69.747,70.074,70.329,70.521,70.668,70.789,70.900,71.008,71.108,71.187,71.235,71.248,71.235,71.209,71.186,71.184,71.221,71.307,71.456,71.676,71.958,72.287,72.652,73.028,73.393,73.728,74.020,74.265,74.465,74.633,74.788,74.947,75.117,75.300,75.496
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.054,56.536,57.001,57.448,57.879,58.300,58.716,59.132,59.552,59.976,60.402,60.828,61.247,61.654,62.050,62.433,62.809,63.181,63.552,63.924,64.296,64.666,65.033,65.391,65.744,66.091,66.432,66.770,67.106,67.443,67.786,68.141,68.508,68.886,69.274,69.668,70.062,70.449,70.824,71.183,71.530,71.850,72.156,72.443,72.718,72.983,73.240,73.491,73.735,73.980,74.222,74.459,74.688,74.911,75.127,75.335,75.540
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.236,40.711,41.195,41.687,42.181,42.657,43.089,43.462,43.770,44.016,44.223,44.422,44.646,44.920,45.256,45.663,46.137,46.653,47.181,47.695,48.180,48.634,49.067,49.486,49.891,50.274,50.623,50.936,51.214,51.469,51.721,51.993,52.300,52.646,53.023,53.424,53.848,54.291,54.752,55.230,55.729,56.257,56.818,57.410,58.029,58.666,59.314,59.960,60.592,61.202,61.779,62.317,62.816,63.278,63.702,64.090,64.445
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.094,39.506,39.913,40.326,40.749,41.188,41.640,42.099,42.559,43.016,43.468,43.914,44.354,44.786,45.208,45.614,46.000,46.366,46.714,47.050,47.379,47.707,48.038,48.368,48.693,48.998,49.268,49.489,49.656,49.781,49.882,49.984,50.107,50.257,50.429,50.625,50.856,51.137,51.478,51.884,52.359,52.906,53.519,54.185,54.894,55.632,56.389,57.151,57.902,58.630,59.321,59.966,60.567,61.125,61.638,62.108,62.537
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.422,77.390,76.837,76.046,77.746,79.110,76.827,79.276,79.637,79.961,81.771,80.668,80.949,81.295,82.683,81.500,81.841,81.793,82.383,82.261,82.073,82.656,82.656
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.058,69.079,69.086,69.121,69.209,69.351,69.511,69.628,69.660,69.593,69.452,69.310,69.267,69.399,69.744,70.296,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.270,74.352,74.462,74.593,74.741,74.906,75.088,75.284
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.527,46.126,46.721,47.312,47.897,48.468,49.014,49.529,50.011,50.465,50.903,51.344,51.802,52.286,52.797,53.332,53.880,54.426,54.953,55.452,55.915,56.350,56.745,57.120,57.478,57.823,58.161,58.512,58.845,59.188,59.530,59.846,60.201,60.532,60.856,61.176,61.502,61.835,62.168,62.487,62.791,63.116,63.437,63.768,64.108,64.454,64.814,65.178,65.539,65.909,66.267,66.599,66.904,67.192,67.456,67.702,67.937
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.296,47.817,48.418,49.125,49.945,50.847,51.783,52.705,53.576,54.364,55.088,55.736,56.321,56.891,57.443,57.948,58.446,58.916,59.358,59.752,60.130,60.490,60.839,61.150,61.436,61.754,62.096,62.376,62.636,62.877,63.106,63.326,63.492,63.650,63.864,64.110,64.401,64.716,65.010,65.281,65.581,65.896,66.205,66.524,66.861,67.184,67.542,67.888,68.216,68.558,68.868,69.181,69.463,69.733,69.974,70.203,70.420
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.602,47.089,47.501,47.829,48.080,48.264,48.401,48.522,48.656,48.822,49.037,49.309,49.634,50.006,50.426,50.896,51.418,51.985,52.582,53.196,53.807,54.396,54.949,55.462,55.931,56.395,56.905,57.480,58.098,58.708,59.206,59.464,59.394,58.944,58.112,56.902,55.351,53.584,51.750,49.971,48.405,47.195,46.394,46.021,46.078,46.521,47.266,48.171,49.112,50.014,50.826,51.530,52.158,52.738,53.268,53.745,54.174
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.245,50.748,51.389,52.262,53.368,54.671,56.046,57.401,58.686,59.788,60.769,61.590,62.314,62.981,63.628,64.158,64.706,65.213,65.683,66.092,66.474,66.866,67.229,67.506,67.732,68.020,68.378,68.580,68.769,68.906,69.040,69.162,69.186,69.193,69.322,69.542,69.873,70.229,70.575,70.862,71.217,71.599,71.958,72.311,72.679,72.988,73.348,73.662,73.930,74.217,74.443,74.714,74.927,75.148,75.343,75.530,75.716
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.847,70.103,69.095,70.204,71.509,71.325,71.520,71.604,71.314,70.929,70.804,71.735,71.025,71.332,71.244,70.867,70.958,70.810,70.605,70.482,70.482,70.461,70.837,70.778,70.320,70.501,72.081,71.935,71.762,71.425,71.161,70.364,70.234,68.910,68.530,69.006,70.108,70.909,71.220,71.571,72.020,71.659,71.761,72.061,71.961,71.254,71.056,70.900,71.812,72.915,73.268,73.563,73.863,73.915,74.517,74.322,74.322
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.446,68.738,68.998,69.223,69.411,69.561,69.674,69.761,69.835,69.905,69.983,70.081,70.205,70.358,70.543,70.758,70.999,71.256,71.522,71.794,72.073,72.358,72.653,72.959,73.272,73.586,73.895,74.194,74.480,74.752,75.010,75.463,75.771,75.712,76.371,76.512,76.520,76.880,77.017,77.771,77.873,77.824,77.966,77.727,79.122,79.432,79.288,79.383,80.539,80.637,80.632,80.988,81.393,81.800,82.229,82.293,82.293
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.787,70.032,69.430,69.829,71.028,70.727,70.707,70.394,70.043,69.797,69.835,70.165,69.879,69.813,69.741,68.925,69.048,69.105,68.988,68.496,68.809,68.786,69.328,69.119,69.163,69.291,70.622,70.693,70.615,70.155,69.273,69.032,68.396,66.723,65.664,66.391,68.777,69.349,69.012,69.743,70.315,70.761,70.961,71.266,72.027,71.356,70.866,71.020,72.420,73.080,73.483,73.576,73.778,73.983,74.124,74.480,74.529
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.828,65.301,65.757,66.199,66.629,67.055,67.486,67.928,68.388,68.865,69.360,69.869,70.384,70.897,71.400,71.887,72.352,72.793,73.209,73.602,73.974,74.330,74.677,75.020,75.362,75.702,76.036,76.363,76.680,76.990,77.296,77.607,77.926,78.253,78.588,78.925,79.256,79.573,79.872,80.150,80.407,80.645,80.870,81.089,81.304,81.523,81.748,81.981,82.220,82.462,82.704,82.937,83.155,83.355,83.536,83.700,83.849
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,73.220,72.768,72.920,72.668,73.520,73.671,74.271,74.322,74.522,75.924,75.424,75.573,75.822,75.971,76.171,76.371,76.571,76.771,76.971,77.171,77.371,77.571,77.722,77.871,78.071,78.222,78.371,78.571,78.722,78.871,79.022,79.171,79.322,79.471,79.622
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.458,48.880,49.307,49.738,50.168,50.593,51.009,51.413,51.808,52.195,52.572,52.940,53.305,53.676,54.066,54.492,54.976,55.525,56.141,56.823,57.560,58.339,59.139,59.937,60.717,61.469,62.189,62.878,63.536,64.158,64.733,65.253,65.716,66.129,66.502,66.848,67.184,67.526,67.889,68.284,68.722,69.209,69.738,70.296,70.873,71.456,72.029,72.580,73.097,73.572,73.999,74.377,74.717,75.026,75.309,75.573,75.821
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.995,62.367,62.743,63.122,63.496,63.856,64.186,64.476,64.718,64.908,65.045,65.134,65.186,65.213,65.221,65.209,65.172,65.111,65.037,64.971,64.951,65.022,65.205,65.499,65.887,66.330,66.772,67.156,67.440,67.605,67.643,67.563,67.408,67.221,67.030,66.867,66.761,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.820,68.022,68.302,68.671,69.119,69.616,70.117,70.577,70.961,71.258,71.468,71.610
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.962,40.444,40.924,41.401,41.876,42.351,42.828,43.310,43.796,44.283,44.771,45.257,45.735,46.203,46.656,47.094,47.517,47.926,48.317,48.683,49.005,49.260,49.442,49.560,49.634,49.694,49.781,49.932,50.176,50.530,51.003,51.595,52.278,53.022,53.808,54.616,55.430,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.752,61.212,61.650,62.079,62.509,62.944,63.388,63.836,64.280,64.713,65.133,65.539,65.932
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.397,37.995,38.626,39.281,39.956,40.643,41.339,42.046,42.764,43.495,44.241,45.009,45.803,46.624,47.474,48.355,49.271,50.215,51.180,52.154,53.120,54.061,54.964,55.826,56.648,57.437,58.208,58.980,59.766,60.573,61.399,62.237,63.077,63.911,64.739,65.568,66.408,67.267,68.144,69.035,69.936,70.842,71.737,72.603,73.418,74.151,74.771,75.269,75.648,75.920,76.112,76.259,76.401,76.571,76.783,77.042,77.339
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.696,47.785,48.374,48.465,49.059,49.652,50.706,51.261,51.805,52.354,52.927,53.537,54.163,54.859,55.564,56.268,56.929,57.490,57.968,58.373,58.745,59.141,59.604,60.189,60.888,61.693,62.551,63.428,64.245,65.046,65.755,66.358,66.838,67.327,67.763,68.184,68.555,68.886,69.199,69.505,69.796,70.079,70.344,70.604,70.865,71.112,71.363,71.599,71.834,72.060,72.272,72.474,72.675,72.885,73.088,73.285,73.491
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.082,57.674,58.199,58.662,59.076,59.454,59.814,60.172,60.544,60.940,61.369,61.837,62.334,62.852,63.385,63.928,64.474,65.016,65.548,66.064,66.562,67.040,67.501,67.949,68.385,68.810,69.226,69.635,70.039,70.438,70.836,71.235,71.633,72.029,72.418,72.796,73.158,73.498,73.814,74.103,74.364,74.598,74.809,75.002,75.180,75.347,75.505,75.656,75.802,75.948,76.096,76.251,76.412,76.579,76.753,76.933,77.118
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.141,,,,,,,,,,,,67.505,65.239,,,,,,,,,,,,,,,,
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.895,48.430,49.048,49.776,50.625,51.561,52.533,53.490,54.393,55.207,55.953,56.616,57.214,57.797,58.362,58.877,59.389,59.871,60.324,60.728,61.114,61.481,61.834,62.147,62.435,62.758,63.112,63.402,63.676,63.935,64.184,64.422,64.606,64.779,65.012,65.276,65.586,65.916,66.223,66.498,66.796,67.107,67.405,67.711,68.030,68.330,68.665,68.987,69.288,69.606,69.892,70.185,70.447,70.700,70.925,71.142,71.349
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.633,61.259,61.870,62.469,63.060,63.642,64.216,64.775,65.313,65.824,66.301,66.736,67.128,67.474,67.773,68.020,68.212,68.355,68.462,68.549,68.640,68.764,68.936,69.162,69.442,69.760,70.094,70.414,70.700,70.945,71.152,71.331,71.502,71.680,71.871,72.080,72.309,72.550,72.795,73.038,73.267,73.470,73.642,73.782,73.893,73.986,74.077,74.180,74.305,74.457,74.632,74.824,75.019,75.207,75.384,75.549,75.703
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,28.199,28.345,28.535,28.782,29.097,29.489,29.959,30.496,31.086,31.720,32.388,33.078,33.782,34.493,35.205,35.921,36.645,37.385,38.142,38.909,39.677,40.435,41.173,41.879,42.545,43.170,43.759,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.520,46.573,46.658,46.823,47.103,47.515,48.069,48.758,49.540,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.249,55.694,56.122,56.556,57.007,57.478,57.966
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.595,68.887,69.174,69.455,69.733,70.008,70.279,70.547,70.812,71.073,71.330,71.585,71.836,72.085,72.330,72.574,72.815,73.053,73.289,73.522,73.753,73.981,74.208,74.431,74.651,74.869,75.086,75.300,75.513,75.725,75.936,76.145,76.352,76.556,76.758,77.141,77.141,77.590,77.388,77.300,78.200,78.844,78.739,78.546,79.254,79.300,79.439,79.793,79.637,80.241,81.398,80.746,80.746,81.746,81.946,81.798,81.798
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.714,43.384,44.136,44.993,45.950,46.967,47.982,48.927,49.751,50.437,50.989,51.433,51.818,52.189,52.564,52.954,53.361,53.772,54.179,54.581,54.978,55.371,55.761,56.145,56.526,56.904,57.278,57.650,58.018,58.383,58.743,59.099,59.448,59.791,60.128,60.463,60.796,61.131,61.467,61.802,62.133,62.452,62.757,63.046,63.323,63.597,63.880,64.181,64.501,64.838,65.178,65.506,65.805,66.066,66.285,66.464,66.612
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.632,47.221,47.808,48.394,48.983,49.571,50.150,50.714,51.265,51.808,52.360,52.944,53.571,54.237,54.932,55.617,56.245,56.786,57.232,57.596,57.925,58.284,58.733,59.310,60.021,60.850,61.758,62.682,63.566,64.382,65.133,65.760,66.311,66.804,67.249,67.653,68.021,68.360,68.677,68.977,69.266,69.546,69.820,70.086,70.348,70.605,70.857,71.099,71.329,71.546,71.755,71.959,72.164,72.371,72.579,72.786,72.992
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.820,64.508,65.181,65.827,66.438,67.022,67.593,68.169,68.756,69.348,69.929,70.476,70.968,71.392,71.748,72.041,72.286,72.504,72.714,72.922,73.130,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.394,74.526,74.627,74.669,74.634,74.520,74.334,74.100,73.846,73.608,73.417,73.288,73.228,73.230,73.277,73.355,73.465,73.620,73.834,74.116,74.462,74.858,75.280,75.700,76.089,76.430,76.712,76.938,77.116
